zona,nomeZona,domicilios,familias,populacao,matriEscolar,empregos,autoParticular,viagProduz,viagAtraid,areaZona,popMasc,popFem,popTotal,renTotalZona,renMedFam,renPerCap,renMedianFam,rendF1,rendF2,rendF3,rendF4,rendF5,rendTotal,res_assCom,res_assSem,res_funPublico,res_autonomo,res_empregador,res_profLiberal,res_negFamiliar,res_trabFamiliar,res_total,emp_agro,emp_constCivil,emp_indus,emp_comercio,emp_transCarg,emp_transPass,emp_financeiro,emp_servPessoais,emp_alimenta,emp_saude,emp_educa,emp_especializ,emp_admPubli,emp_outros,emp_total,emp_foraRes,emp_dentrRes,emp_semEnd,emp_total,vp_metro,vp_trem,vp_bus,vp_fretado,vp_escolar,vp_dirigindoAuto,vp_passAuto,vp_taxiCom,vp_taxiNCom,vp_dirigindoMoto,vp_passMoto,vp_bike,vp_pe,vp_outros,vp_total,vt_coletivo,vt_individual,vt_motorizado,vt_naoMotorizado,vt_total,mo_traIndus,mo_trabCome,mo_trabServ,mo_educacao,mo_compras,mo_saude,mo_lazer,mo_procEmp,mo_assunPesso,mo_refeicao,mo_total,tmv_coletivo,tmv_individual,tmv_pe,tmv_bike,vtra_metro,vtra_trem,vtra_bus,vtra_fretado,vtra_escolar,vtra_dirigAuto,vtra_passAuto,vtra_taxiCon,vtra_taxiNCon,vtra_dirigMoto,vtra_passMoto,vtra_bike,vtra_pe,vtra_outros,vtra_total,vtra_coletivo,vtra_individual,vtra_motorizado,vtra_naoMotorizado,vtra_total,vtra_trabIndus,vtra_trabCome,vtra_trabServ,vtra_educacao,vtra_compras,vtra_saude,vtra_lazer,vtra_procEmpr,vtra_assunPesso,vtra_refeicao,vtra_total
36,Marechal Deodoro,18909,19001,43094,11004,33133,11359,112648,112542,142,19113,23981,43094,104784973,5515,2432,4443,1306,13185,18938,6698,2967,43094,8736,444,1862,5020,2277,5025,1231,0,24595,0,1176,677,5889,736,1174,1571,1292,951,2441,1688,3091,1697,10749,33133,26722,4385,2027,33133,27244,2757,18145,504,544,20492,8128,2071,2254,1620,0,1189,27701,0,112648,49194,34564,83758,28890,112648,1405,3779,50165,29543,3090,5653,6181,439,7378,5015,112648,62,26,11,13,28459,1988,15814,504,990,20980,8372,2003,2940,1620,0,1244,27629,0,112542,47755,35915,83670,28872,112542,2318,4508,50090,26745,3969,4546,6808,439,7185,5933,112542
37,Rudge,1525,1525,4607,2544,19020,1119,33774,33551,85,2061,2546,4607,8495747,5571,1844,5000,229,1211,2096,881,190,4607,1269,12,329,584,95,207,57,0,2553,0,392,983,4072,784,0,408,57,140,81,193,168,2539,9202,19020,18413,469,138,19020,4097,4706,6566,451,126,6331,3850,119,175,1126,0,1181,5046,0,33774,15946,11601,27547,6227,33774,1867,4603,15694,3900,2000,787,1058,0,2475,1390,33774,84,36,11,23,3484,3977,7677,451,483,6445,3228,37,255,1126,0,1246,5142,0,33551,16071,11092,27163,6388,33551,1802,4641,16366,4244,1873,272,1035,0,2526,791,33551
38,Catumbi,1074,1095,3786,2263,5130,747,12175,12154,81,1786,2000,3786,5112687,4667,1350,4000,370,1150,1413,723,130,3786,877,219,88,286,47,150,265,42,1973,0,0,2113,1610,0,253,0,31,432,0,168,454,0,70,5130,4176,270,685,5130,1181,0,1635,0,441,3335,409,0,89,352,0,0,4710,24,12175,3257,4208,7465,4710,12175,1712,2353,2726,2793,161,273,2081,0,11,64,12175,68,40,23,0,1116,0,1708,0,441,3335,273,53,53,352,0,0,4799,24,12154,3265,4090,7355,4799,12154,1648,2365,2762,4528,197,238,312,0,11,94,12154
39,Belém,3087,3087,9357,3216,8952,2039,27108,25582,161,3875,5482,9357,13688674,4434,1463,3580,789,4128,2642,950,847,9357,2795,400,344,880,110,0,223,0,4752,0,574,814,902,0,0,0,137,706,2079,1128,69,174,2369,8952,8025,206,721,8952,3583,2379,8626,97,1039,5254,1786,0,202,287,0,7,3847,0,27108,15725,7528,23253,3855,27108,1171,1909,9193,6679,1762,3017,1568,784,1007,18,27108,71,30,10,20,4279,1024,8403,97,828,5150,1751,0,78,287,0,7,3679,0,25582,14630,7265,21896,3686,25582,1284,1735,8267,7089,1285,2911,1550,784,524,152,25582
40,Quarta Parada,2593,2593,7878,5999,17654,1381,42266,42954,127,3603,4275,7878,9397374,3624,1193,3000,1007,4263,2117,291,200,7878,1902,244,178,947,82,115,343,24,3835,0,286,1005,432,105,291,142,325,699,1081,267,1048,244,11729,17654,16675,500,480,17654,11903,632,9306,0,784,5179,2951,0,197,427,0,80,10804,0,42266,22626,8755,31381,10885,42266,1623,1069,21361,9277,875,1109,2304,283,2546,1819,42266,74,30,8,37,11958,377,9736,0,825,5881,2714,0,165,427,0,80,10792,0,42954,22896,9186,32082,10872,42954,1678,1042,21891,9133,289,1512,3164,283,1677,2285,42954
41,Belenzinho,7268,7452,22051,7724,24408,4258,81301,80984,180,10607,11444,22051,27707413,3718,1257,3200,3414,8383,7979,1595,680,22051,5395,1269,287,2544,265,46,508,0,10314,0,1204,4713,3740,107,379,1137,888,2146,1228,277,971,1102,6518,24408,22856,835,718,24408,15537,3802,10263,0,2502,13368,5486,104,477,1518,0,198,28045,0,81301,32104,20954,53058,28243,81301,7122,5119,25789,22697,5836,2634,2805,1484,3574,4240,81301,63,34,9,30,14034,2615,12205,0,2403,13188,6209,104,560,1518,0,198,27949,0,80984,31257,21580,52837,28147,80984,7759,4871,26647,21943,5962,2563,2402,1159,3780,3898,80984
42,Celso Garcia,1537,1537,5328,385,8745,431,29355,29252,64,2638,2690,5328,5933453,3860,1114,2900,449,2870,1469,166,374,5328,1413,21,0,793,86,77,318,76,2784,0,0,3775,1577,346,270,0,82,255,661,469,688,0,621,8745,8137,463,145,8745,2902,3459,8297,0,177,4314,2621,0,500,72,0,721,6268,24,29355,14835,7530,22365,6990,29355,4589,4767,3807,3292,1174,296,2451,849,6804,1326,29355,81,36,11,23,2934,3164,8045,0,487,4263,2877,79,532,72,0,721,6053,24,29252,14630,7847,22477,6774,29252,5276,5114,4411,3208,1362,296,1923,849,6813,0,29252
43,Mooca,10102,10102,27958,37812,23692,8922,109332,110112,272,14125,13833,27958,54218691,5367,1939,5000,982,7262,15609,2435,1670,27958,7252,1647,1126,3501,273,1434,986,0,16218,0,142,574,3802,730,365,396,161,829,3206,3327,583,1083,8493,23692,19855,2180,1657,23692,33393,3373,25229,98,1556,15081,6615,358,2549,1601,75,700,18704,0,109332,63649,26280,89928,19403,109332,2903,7890,31960,45832,1991,9338,3648,0,4400,1369,109332,64,30,14,22,30767,2448,28425,98,1551,15046,6861,352,1404,1538,409,700,20067,448,110112,63288,26057,89345,20767,110112,3287,7872,30952,47208,1900,9651,3667,0,4407,1167,110112
44,Alto da Mooca,6583,6583,18350,4064,18042,4607,60317,61151,142,8355,9995,18350,34154471,5188,1861,4100,1622,3188,9472,1990,2079,18350,4381,214,452,1538,100,739,586,0,8009,0,0,2005,3713,134,0,154,0,805,4664,395,1305,959,3910,18042,16471,825,747,18042,7266,4980,8709,0,1889,15188,6371,269,1387,1362,295,433,12168,0,60317,22844,24872,47716,12601,60317,2297,6582,20482,10400,2419,10334,2785,56,2865,2097,60317,74,27,11,15,6823,4980,11051,0,1889,15188,5864,269,1387,1362,295,433,11609,0,61151,24744,24365,49108,12042,61151,2597,6576,22392,10768,2163,11321,2058,56,2244,974,61151
45,Parque da Mooca,11979,11979,33271,5703,33482,12166,98720,97369,381,15922,17349,33271,59888652,4999,1800,4860,1112,7499,22055,1771,835,33271,6457,1059,420,2369,1048,798,1898,424,14473,0,160,7920,7130,930,283,56,936,3538,1063,850,3312,332,6971,33482,31717,1260,505,33482,11302,3741,19614,900,2335,21201,7342,0,2510,1965,0,1780,25485,547,98720,37890,33565,71455,27265,98720,8924,14807,32807,19527,3194,4126,4849,292,6729,3465,98720,68,35,9,30,11534,3190,18289,900,2335,20417,7796,0,4034,1529,0,1780,25153,413,97369,36248,34188,70436,26933,97369,10134,13515,33560,16648,2296,4126,5417,619,6640,4414,97369
46,Água Rasa,12267,12883,36270,9682,16582,7619,71850,70873,316,17866,18404,36270,54927686,4264,1514,3391,5624,13200,13613,1506,2327,36270,8192,637,357,4881,714,357,2124,0,17262,0,440,3249,4166,0,1208,0,764,891,1645,465,534,0,3220,16582,11963,2700,1918,16582,3965,234,13316,0,7653,11125,7052,629,0,521,0,434,26794,126,71850,25168,19453,44622,27228,71850,6887,9961,14745,28698,2314,1749,3018,0,3919,560,71850,46,19,9,30,3620,234,13593,0,7255,11125,7140,629,0,521,0,434,26197,126,70873,24701,19541,44242,26631,70873,6694,10483,15452,28688,1891,1749,3018,0,2777,121,70873
47,Vila Bertioga,8194,8194,23003,2050,11977,9052,43442,43355,195,10095,12908,23003,36475656,4452,1586,3500,1711,8704,9530,1905,1153,23003,4799,811,1139,5431,294,162,963,0,13599,0,95,2542,871,586,473,457,1320,694,162,0,465,0,4312,11977,8865,1977,1135,11977,2718,471,6033,0,200,12046,4125,0,372,1728,0,452,15189,107,43442,9424,18378,27802,15641,43442,4078,4853,14085,12066,630,1213,3245,111,2773,387,43442,67,23,11,24,3211,471,6275,0,200,12046,3611,0,372,1728,0,452,14747,241,43355,10158,17998,28156,15199,43355,4133,4335,13809,12071,630,1542,2971,111,2879,873,43355
48,Regente Feijó,8524,8524,23924,5798,14867,6105,49161,48902,204,12574,11350,23924,35954113,4218,1503,4000,3795,7862,10500,437,1331,23924,6201,234,601,3091,218,213,543,0,11101,0,218,1348,4079,267,0,0,56,2764,0,406,716,0,5013,14867,12179,789,1900,14867,3110,1000,11636,0,2794,12158,5518,247,77,1120,0,514,10859,126,49161,18541,19247,37788,11374,49161,2880,7479,16772,17949,994,897,694,162,857,476,49161,60,24,11,22,3325,1305,11038,0,2794,11890,5203,247,77,1120,0,514,11262,126,48902,18462,18663,37125,11777,48902,2896,7526,17111,17802,925,513,1274,162,497,194,48902
49,Ana Rosa,5876,5876,13386,6182,20009,3929,60199,60827,94,6823,6563,13386,35963758,6120,2687,4600,708,3484,4796,2427,1971,13386,3226,712,880,1468,174,831,681,0,7973,0,231,15,2411,149,205,1370,1406,1003,4026,1185,3161,946,3902,20009,18027,1370,612,20009,24108,0,6475,0,1088,11015,1721,253,974,1201,0,283,13080,0,60199,31671,15165,46836,13363,60199,2318,5417,24910,14672,1262,5527,1382,175,2768,1768,60199,69,27,13,24,24076,100,6814,0,1088,11015,1975,308,1009,1201,59,283,12898,0,60827,32078,15568,47646,13181,60827,2194,4508,27549,13295,536,5525,1283,233,2897,2806,60827
50,Jardim da Glória,3276,3276,8896,1651,1845,3574,16802,16889,88,4402,4494,8896,16486346,5032,1853,4209,25,3418,3626,1437,391,8896,2676,298,280,515,196,536,474,0,4974,0,23,0,338,65,33,0,65,0,99,79,429,0,713,1845,1078,606,161,1845,1676,0,2627,62,377,5569,1998,355,422,393,97,286,2787,151,16802,4743,8986,13729,3073,16802,536,1526,4418,5308,2358,342,959,0,709,646,16802,49,18,15,20,1746,0,2643,62,377,5569,2229,198,440,393,97,286,2696,151,16889,4829,9077,13906,2983,16889,536,1424,4792,5467,2358,317,959,0,857,178,16889
51,Chácara Klabin,6123,6123,16085,2587,7165,4664,29960,29887,98,7217,8868,16085,57683133,9421,3586,7500,0,2312,4717,5781,3275,16085,4238,928,183,1240,183,1460,458,92,8782,0,143,0,1789,0,77,0,434,621,752,679,262,0,2409,7165,5407,1341,417,7165,6547,0,3131,0,1119,9469,2536,178,104,808,0,126,5942,0,29960,10797,13095,23892,6068,29960,1048,2876,13029,6952,2189,1397,1074,0,1245,151,29960,57,21,13,25,6572,0,2226,0,970,9469,3391,178,0,808,0,126,6147,0,29887,9768,13846,23614,6273,29887,944,3709,11927,7628,2189,865,1046,0,1060,518,29887
52,Vila Mariana,4576,4576,10145,7768,14736,4789,41976,40952,60,6360,3785,10145,45098851,9856,4445,7000,114,1818,3092,1712,3410,10145,2193,188,852,1000,908,1241,654,0,7037,0,0,761,338,0,0,209,65,693,2028,1427,2436,102,6679,14736,12780,1562,395,14736,14715,0,9876,0,452,7539,1508,75,180,627,0,0,7005,0,41976,25042,9929,34971,7005,41976,250,1726,16219,12802,819,1450,3255,0,3838,1618,41976,70,38,17,0,14771,0,9268,0,532,7364,1595,75,552,627,59,0,6110,0,40952,24570,10272,34842,6110,40952,250,1256,18443,10922,961,1141,3389,0,3233,1356,40952
53,Santa Cruz,5140,5140,13293,9056,23052,5271,65778,66981,109,5740,7553,13293,35196373,6848,2648,6483,417,1378,7021,2673,1804,13293,3725,294,346,663,102,1010,205,0,6345,0,0,210,2202,176,0,640,376,775,6683,3953,2340,59,5638,23052,21839,705,508,23052,28012,0,5780,0,1118,11606,5166,217,920,2155,0,460,10343,0,65778,34910,20065,54975,10804,65778,1014,2309,34128,11506,1780,5350,4205,342,3283,1862,65778,71,30,13,36,27547,0,7178,0,1118,12205,4818,182,1359,2155,0,168,10251,0,66981,35842,20720,56562,10419,66981,829,2404,34687,12225,1942,6065,3697,342,3384,1406,66981
54,Vila Clementino,3902,3902,8715,4283,29725,2868,89898,91571,94,3670,5045,8715,22957189,5883,2634,4689,143,1653,5056,743,1120,8715,2108,550,308,663,199,901,162,12,4902,0,330,260,2344,0,475,1342,193,1871,13298,1671,2388,1467,4086,29725,29045,493,186,29725,23667,32,17136,0,311,15507,7605,837,2273,1292,0,937,20191,110,89898,41146,27624,68770,21128,89898,1328,3953,36984,9792,2974,21157,3137,0,3919,6654,89898,75,41,9,53,24355,0,17044,0,689,15856,6379,1181,2155,1292,0,1229,21279,110,91571,42089,26974,69063,22508,91571,1218,3244,38329,8623,1676,24186,3268,254,2462,8313,91571
55,França Pinto,6384,6384,15518,10615,15678,6203,50466,51186,112,6172,9346,15518,36108364,5656,2327,5224,206,5262,5824,3104,1121,15518,3553,322,445,2804,148,2095,470,0,9837,0,520,562,2152,148,101,0,483,704,2744,2026,1511,0,4726,15678,12402,1506,1769,15678,14864,0,5841,36,80,13081,4781,1077,588,2489,659,320,6445,205,50466,20820,22881,43701,6765,50466,1324,4477,18060,16265,472,2572,2639,0,3916,742,50466,70,32,11,20,15447,0,6253,0,80,13249,4256,388,1786,2489,600,320,6114,205,51186,21780,22973,44753,6434,51186,1324,4208,19355,16569,143,2715,2419,0,3457,996,51186
56,Rodrigues Alves,9697,9896,21617,9888,22143,5907,76853,77327,104,9863,11754,21617,66725529,6743,3087,6000,235,3989,8636,4911,3847,21617,4729,879,1326,2149,692,2112,261,131,12278,0,95,158,3537,0,220,740,1047,672,2636,2352,4582,0,6103,22143,19451,2561,131,22143,23551,0,6969,148,1700,13325,5232,1068,2343,1372,1083,910,19041,110,76853,32369,24532,56901,19952,76853,1617,3385,29606,19393,2916,7536,4894,563,3817,3126,76853,64,25,14,30,20964,0,9744,184,1636,13675,6832,615,1430,1372,1024,910,18830,110,77327,32529,25058,57587,19740,77327,1625,3723,28724,19716,3406,7517,4559,563,4978,2517,77327
57,Paraíso,10462,10462,24334,4745,45145,9245,110615,111326,96,11008,13326,24334,79982748,7645,3287,6143,162,2341,14236,4129,3466,24334,6151,760,686,1715,599,3266,614,0,13791,0,1300,1031,4182,359,500,3164,1533,1611,7222,2808,8854,1808,10775,45145,42152,1472,1522,45145,27230,0,16301,0,1933,21188,6880,1772,2288,1801,1108,994,28952,168,110615,45464,35205,80669,29946,110615,1200,5600,57413,19657,2588,8383,4251,0,3678,7845,110615,74,27,11,19,25186,0,16777,0,1999,21169,8880,2170,1988,2330,958,918,28782,168,111326,43962,37664,81626,29700,111326,1552,5657,61398,15838,1271,8613,5100,0,4084,7814,111326
58,Bosque da Saúde,12094,12094,30779,3320,16428,12205,55639,55562,170,14835,15944,30779,68460932,5661,2224,4500,1181,8947,15570,3289,1792,30779,7188,2661,794,4556,88,969,353,0,16609,0,1417,0,4200,1328,176,535,978,232,119,662,1820,88,4871,16428,13409,1488,1530,16428,19846,0,7175,298,958,9359,2517,122,616,1270,0,145,13333,0,55639,28277,13884,42161,13478,55639,2848,5713,22008,10712,3768,3977,2786,92,2248,1488,55639,63,28,17,30,19552,0,7714,298,590,9263,2572,122,895,1270,0,145,13142,0,55562,28153,14122,42275,13287,55562,2727,5433,22594,11056,3683,4002,2557,92,2467,950,55562
59,Saúde,20718,20718,52745,15870,31651,13546,164461,164995,261,22777,29968,52745,129214201,6237,2450,4443,4075,11346,17085,7091,13148,52745,12630,2159,1778,5325,996,4854,535,0,28278,0,2284,1458,5514,780,329,560,681,361,1610,2202,7591,21,8261,31651,27591,2055,2005,31651,48099,0,19733,267,3943,24426,13542,211,1667,2208,0,2638,47134,591,164461,72043,42646,114689,49772,164461,10500,8132,59013,34236,14188,7194,11884,884,12440,5992,164461,54,29,10,15,46352,0,20361,0,3943,25805,13460,349,1372,2208,0,2638,47916,591,164995,70656,43785,114441,50554,164995,8903,10153,60798,34640,17598,5745,10782,711,10878,4787,164995
60,Planalto Paulista,8102,8316,22059,4252,15388,8597,69348,68318,322,8825,13234,22059,60733141,7303,2753,5514,767,3542,12151,1043,4555,22059,4526,195,970,3458,1021,1813,104,0,12088,0,311,2052,1251,0,509,2234,0,2110,621,90,2976,90,3144,15388,12767,1286,1335,15388,10546,126,10588,0,939,24046,8461,171,693,3108,0,971,9653,46,69348,22198,36525,58723,10625,69348,3353,2829,27760,12683,5306,4340,6895,220,3913,2050,69348,64,21,13,17,11205,126,9678,0,1456,23571,9239,259,455,2507,0,971,8850,0,68318,22465,36032,58497,9821,68318,3637,2541,26991,12256,4579,4746,7006,202,5301,1060,68318
61,Mirandópolis,12065,12065,28100,13448,18735,10220,76081,76112,173,11083,17017,28100,74799270,6200,2662,5224,1492,5810,13326,3598,3873,28100,5799,1278,1260,4857,633,2291,453,0,16572,0,287,0,2911,0,82,945,903,1353,637,2122,1479,425,7590,18735,16213,1545,976,18735,16542,0,12649,415,1485,16621,7331,736,1106,1146,0,298,17752,0,76081,31090,26940,58031,18050,76081,1340,5731,30123,22933,1747,3806,3153,349,5762,1136,76081,63,30,13,30,17016,0,12928,415,1762,16106,7617,415,849,1146,0,298,17562,0,76112,32121,26131,58252,17860,76112,1246,5470,29758,23416,2029,3645,3953,96,4508,1993,76112
62,Parque Ibirapuera,1993,1993,4565,652,19995,2086,48737,48606,284,2618,1947,4565,14401170,7226,3155,6592,47,717,2227,787,787,4565,798,0,189,637,119,791,165,47,2746,0,338,971,3167,0,24,194,207,1597,2488,1193,1158,3130,5529,19995,18510,901,583,19995,6279,341,17001,0,224,13028,3642,425,1025,415,0,419,5938,0,48737,23845,18535,42379,6357,48737,1721,1727,22053,2698,1001,7458,6660,254,3161,2003,48737,88,37,13,20,7304,394,15981,0,224,13269,3240,398,964,460,0,495,5876,0,48606,23903,18331,42234,6371,48606,1983,1727,25276,1870,530,7154,5976,254,2772,1064,48606
63,Jardim Luzitânia,635,635,2099,1271,12650,922,38144,37065,103,999,1100,2099,6326234,9963,3014,9462,0,51,673,685,690,2099,566,41,30,106,177,264,60,10,1255,0,149,11,71,0,10,420,0,10,6589,568,335,1158,3328,12650,12340,269,41,12650,10989,0,10633,0,891,8470,3528,422,160,399,219,151,2283,0,38144,22513,13198,35711,2433,38144,79,1905,13731,3019,93,16065,1642,0,943,666,38144,86,43,15,22,11327,0,9675,0,880,8481,3787,433,155,399,219,151,1557,0,37065,21882,13475,35357,1708,37065,79,1386,14734,2152,114,16328,1439,0,807,26,37065
64,Moema,14875,14875,33386,3990,41272,15218,104606,106168,175,15345,18041,33386,117341373,7888,3515,6483,925,4525,13726,8274,5936,33386,8247,850,697,2718,1500,4072,1567,325,19977,0,664,816,9947,0,116,472,1920,3158,5052,1150,5665,707,11605,41272,37307,1832,2133,41272,9391,1233,22374,120,2661,27044,8868,674,2908,2214,0,2963,24155,0,104606,35778,41710,77488,27118,104606,3841,12052,49688,21635,1794,4792,3970,0,3548,3286,104606,78,29,7,18,10449,657,22976,410,2387,27506,9226,829,3098,2214,0,2963,23453,0,106168,36879,42874,79753,26415,106168,3695,12888,53697,18715,2031,3921,4330,0,3697,3194,106168
65,Vila Helena,11980,11980,26860,9630,17556,15423,68331,68562,105,13022,13838,26860,102874682,8587,3830,7624,0,1189,10132,7463,8076,26860,8501,398,192,2212,900,2830,0,0,15033,0,0,290,1242,568,193,202,448,1850,377,2457,1599,0,8329,17556,15146,906,1504,17556,2107,967,12568,0,1762,21393,7332,859,3572,3308,51,796,13615,0,68331,17405,36515,53920,14411,68331,3733,4001,30282,19317,1408,2713,2262,0,2242,2374,68331,76,26,9,10,2410,967,12334,0,1450,21393,8304,887,2804,3308,69,796,13840,0,68562,17162,36765,53926,14636,68562,3316,2926,32527,19335,1507,1569,2491,0,2508,2384,68562
66,Bandeirantes,4813,4813,10923,3581,22527,5858,59938,60912,133,4450,6473,10923,41017462,8522,3755,6143,51,1181,5253,1161,3277,10923,3148,407,245,964,632,818,435,0,6649,0,1419,657,7962,0,69,721,1152,723,1598,599,817,0,6810,22527,20642,825,1060,22527,6930,596,13841,0,2814,18104,6013,621,2267,2631,424,278,5419,0,59938,24181,30060,54241,5697,59938,2168,7335,24546,9550,4122,1626,4171,111,5203,1107,59938,74,29,11,33,4690,834,15357,0,974,18104,7956,141,3018,2631,424,363,6420,0,60912,21856,32274,54130,6782,60912,2485,8681,24489,10716,2642,1604,4533,111,4323,1327,60912
67,Vila Nova Conceição,4445,4445,10574,1151,8765,4642,32705,32633,112,5295,5279,10574,40838065,9187,3862,8047,0,1033,3137,3455,2950,10574,2543,338,190,1455,403,859,261,0,6050,0,83,71,1280,0,109,87,441,0,1546,340,801,10,3996,8765,7546,742,477,8765,3506,478,8988,0,504,7250,2223,374,1011,614,0,159,7511,86,32705,13476,11559,25034,7671,32705,648,2769,14027,5354,1204,2947,1462,0,3005,1289,32705,72,27,11,25,3486,478,7922,0,504,7265,2222,722,1152,614,0,159,8024,86,32633,12389,12061,24450,8183,32633,650,3128,13542,5426,1178,2942,1489,0,3057,1222,32633
68,Chácara Itaim,12783,12783,27460,6213,73566,11339,171851,171156,204,14335,13125,27460,81689560,6390,2975,6483,0,1451,19841,5038,1130,27460,10158,0,1109,472,1416,3376,1069,79,17679,160,2050,3467,7756,125,1211,9552,1073,5897,4521,2170,16109,366,19109,73566,71638,1202,726,73566,15715,6977,32827,457,2905,35191,5955,1746,4951,7020,0,3473,54549,86,171851,58881,54949,113830,58021,171851,5711,10830,100511,21104,4577,4744,4338,0,2988,17047,171851,84,34,8,23,15378,7035,32805,457,2620,34869,6743,1363,5068,7020,0,3473,54240,86,171156,58295,55148,113443,57712,171156,7050,11514,105628,16247,2996,6111,3382,0,2360,15868,171156
69,Vila Olímpia,4948,4948,10021,2981,23463,4451,60726,60725,90,4742,5279,10021,44688444,9032,4459,8000,0,1093,3694,2177,3056,10021,2404,31,423,1451,529,1073,134,0,6044,0,773,1477,3271,114,31,2004,493,988,4336,678,4175,0,5123,23463,22072,394,997,23463,6571,1036,12107,0,114,15700,4638,885,1858,634,0,1696,15488,0,60726,19828,23715,43542,17183,60726,2609,4098,33435,10266,2265,1329,1147,233,2217,3128,60726,80,33,7,18,7111,1664,11692,0,114,15578,4152,800,1425,634,0,1530,16025,0,60725,20581,22589,43170,17555,60725,3292,4580,33127,8721,1084,1329,2103,233,2300,3955,60725
70,Hélio Pelegrino,5369,5369,11703,10184,20324,6418,54596,55146,103,5160,6543,11703,36824375,6859,3147,5820,62,1842,6759,2227,814,11703,3299,142,208,535,369,977,173,0,5703,0,469,1295,1608,44,384,111,985,1173,2309,2088,2836,0,7023,20324,19469,498,357,20324,2309,4764,15240,0,487,14511,2747,431,1127,681,0,375,11837,86,54596,22801,19583,42384,12212,54596,2611,2680,23549,16386,1124,1415,1575,1646,797,2812,54596,74,36,9,19,2847,5551,14325,0,487,14511,2766,321,1117,641,0,375,12120,86,55146,23209,19442,42651,12495,55146,2851,2891,26461,15396,342,1415,1320,1646,1042,1782,55146
71,Brooklin,11745,11745,28443,3257,20615,12439,66696,66382,234,13017,15426,28443,85629625,7291,3011,6843,0,2981,11997,8375,5091,28443,5454,842,170,2709,286,4946,1043,135,15585,0,1400,861,3620,247,418,189,1194,510,1505,909,3501,0,6260,20615,17413,2328,874,20615,2677,4289,12334,0,1025,18322,6596,837,2644,2600,0,1812,13359,199,66696,20325,31199,51524,15172,66696,1941,5880,31053,14759,5437,2660,2635,0,576,1753,66696,65,27,11,31,2455,4407,12298,0,1189,17990,6475,837,2491,2600,0,1812,13628,199,66382,20349,30593,50942,15441,66382,2890,6405,31404,15006,5567,1389,1867,0,509,1345,66382
72,Vila Cordeiro,3919,3919,10092,9615,24450,3856,60937,61040,177,4408,5684,10092,28963370,7391,2870,7223,899,672,3259,3315,1947,10092,2535,81,127,1129,0,517,992,156,5536,0,795,5354,1205,227,150,2887,78,667,1303,1580,2476,369,7358,24450,23349,813,288,24450,6797,4369,11151,749,1033,16530,3192,579,565,1394,330,1167,12355,726,60937,24099,23316,47415,13522,60937,5634,1806,25953,14723,2196,880,1828,436,4383,3098,60937,78,32,12,22,5879,4431,11491,840,1033,16390,3528,375,856,1695,330,1167,12298,726,61040,23675,23900,47574,13466,61040,6417,1576,28369,14086,1671,673,1950,436,3276,2587,61040
73,Berrini,3768,3768,8758,920,97733,2820,181295,181206,197,4228,4530,8758,31047343,8240,3545,5968,504,1554,3098,1710,1892,8758,2851,204,203,878,0,538,413,0,5087,522,5970,8417,11603,921,1507,8593,531,5670,1872,1299,24860,531,25438,97733,96588,473,672,97733,22764,23890,22660,1528,370,35247,7083,1033,2994,3715,62,2722,57225,0,181295,71212,50135,121348,59947,181295,16123,17921,102135,8858,2685,1238,4207,220,3046,24863,181295,80,42,7,18,21651,24244,23432,1528,491,35015,5862,1242,3153,4153,62,3414,56957,0,181206,71346,49488,120835,60371,181206,16470,17542,110470,2470,1366,1106,2671,220,3072,25819,181206
74,Campinas,6131,6131,12765,3250,36233,5494,76617,76247,49,5230,7535,12765,56490863,9214,4425,7624,112,1266,4672,4047,2668,12765,3438,198,467,916,394,1354,398,0,7166,87,1347,1220,3441,134,2247,2998,1473,413,2065,1797,8728,1583,8702,36233,34182,1475,577,36233,26197,308,10186,87,227,12525,2478,645,1864,923,0,711,20410,56,76617,37004,18492,55496,21121,76617,3982,4593,40391,9268,2395,2926,3967,393,3264,5439,76617,77,32,10,18,26386,308,11454,87,227,12100,2820,461,2514,923,0,853,18059,56,76247,38462,18874,57336,18912,76247,3631,5071,40343,7894,2052,3728,3100,397,3626,6406,76247
75,Pamplona,6836,6836,14277,1979,12564,7612,42750,42545,51,6577,7700,14277,65987936,9653,4622,7624,0,924,5363,2591,5399,14277,2528,547,260,1164,768,1480,520,0,7267,0,15,80,2785,0,313,181,278,411,438,240,1757,0,6066,12564,10670,1313,582,12564,7835,295,6723,112,598,10820,2071,1120,1053,265,35,246,11578,0,42750,15563,15364,30927,11824,42750,925,4989,18435,7077,3478,1737,3059,0,1716,1335,42750,93,31,10,13,7629,295,6553,112,598,10273,1468,485,1456,265,35,246,13129,0,42545,15188,13982,29170,13375,42545,1391,5000,18861,6242,3974,2080,2159,0,1729,1109,42545
76,Jardins,4291,4291,10908,1218,23679,5685,50711,50644,238,5276,5632,10908,47487904,11067,4353,8047,0,1532,3101,2889,3385,10908,2184,449,374,427,407,1894,280,0,6016,0,846,704,3920,0,692,432,918,754,2025,974,2081,196,10138,23679,22058,1291,330,23679,4199,121,11865,0,601,16482,4145,611,750,1332,66,214,10326,0,50711,16785,23386,40172,10540,50711,2649,4013,27464,5428,1067,2601,2657,0,2021,2811,50711,78,40,10,26,4513,121,12075,0,535,16468,4263,902,477,1332,66,214,9680,0,50644,17243,23507,40751,9894,50644,2049,3787,27434,5057,930,3168,3461,0,1411,3347,50644
